"","Date","Time","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"1744","2006-12-17","22:27:00",0,0,0
"1745","2006-12-17","22:28:00",0,0,0
"1746","2006-12-17","22:29:00",0,0,0
"1747","2006-12-17","22:30:00",0,0,0
"1748","2006-12-17","22:31:00",0,0,0
"1749","2006-12-17","22:32:00",0,0,0
"1750","2006-12-17","22:33:00",0,0,0
"1751","2006-12-17","22:34:00",0,0,0
"1752","2006-12-17","22:35:00",0,0,0
"1753","2006-12-17","22:36:00",0,0,0
"1754","2006-12-17","22:37:00",0,0,0
"1755","2006-12-17","22:38:00",0,0,0
"1756","2006-12-17","22:39:00",0,0,0
"1757","2006-12-17","22:40:00",0,0,0
"1758","2006-12-17","22:41:00",0,0,0
"1759","2006-12-17","22:42:00",0,0,0
"1760","2006-12-17","22:43:00",0,0,0
"1761","2006-12-17","22:44:00",0,0,0
"1762","2006-12-17","22:45:00",0,0,0
"1763","2006-12-17","22:46:00",0,0,0
"1764","2006-12-17","22:47:00",0,0,0
"1765","2006-12-17","22:48:00",0,0,0
"1766","2006-12-17","22:49:00",0,0,0
"1767","2006-12-17","22:50:00",0,0,0
"1768","2006-12-17","22:51:00",0,0,0
"1769","2006-12-17","22:52:00",0,0,0
"1770","2006-12-17","22:53:00",0,0,0
"1771","2006-12-17","22:54:00",0,0,0
"1772","2006-12-17","22:55:00",0,0,0
"1773","2006-12-17","22:56:00",0,0,0
"1774","2006-12-17","22:57:00",0,0,0
"1775","2006-12-17","22:58:00",0,0,0
"1776","2006-12-17","22:59:00",0,0,0
"1777","2006-12-17","23:00:00",0,0,0
"1778","2006-12-17","23:01:00",0,0,0
"1779","2006-12-17","23:02:00",0,0,0
"1780","2006-12-17","23:03:00",0,0,0
"1781","2006-12-17","23:04:00",0,0,0
"1782","2006-12-17","23:05:00",0,0,0
"1783","2006-12-17","23:06:00",0,0,0
"1784","2006-12-17","23:07:00",0,0,0
"1785","2006-12-17","23:08:00",0,0,0
"1786","2006-12-17","23:09:00",0,0,0
"1787","2006-12-17","23:10:00",0,0,0
"1788","2006-12-17","23:11:00",0,0,0
"1789","2006-12-17","23:12:00",0,0,0
"1790","2006-12-17","23:13:00",0,0,0
"1791","2006-12-17","23:14:00",0,0,0
"1792","2006-12-17","23:15:00",0,0,0
"1793","2006-12-17","23:16:00",0,0,0
"1794","2006-12-17","23:17:00",0,0,0
"1795","2006-12-17","23:18:00",0,0,0
"1796","2006-12-17","23:19:00",0,0,0
"1797","2006-12-17","23:20:00",0,0,0
"1798","2006-12-17","23:21:00",0,0,0
"1799","2006-12-17","23:22:00",0,1,0
"1800","2006-12-17","23:23:00",0,1,0
"1801","2006-12-17","23:24:00",0,2,0
"1802","2006-12-17","23:25:00",0,1,0
"1803","2006-12-17","23:26:00",0,2,0
"1804","2006-12-17","23:27:00",0,1,0
"1805","2006-12-17","23:28:00",0,2,0
"1806","2006-12-17","23:29:00",0,1,0
"1807","2006-12-17","23:30:00",0,2,0
"1808","2006-12-17","23:31:00",0,1,0
"1809","2006-12-17","23:32:00",0,2,0
"1810","2006-12-17","23:33:00",0,1,0
"1811","2006-12-17","23:34:00",0,1,0
"1812","2006-12-17","23:35:00",0,1,0
"1813","2006-12-17","23:36:00",0,2,0
"1814","2006-12-17","23:37:00",0,1,0
"1815","2006-12-17","23:38:00",0,1,0
"1816","2006-12-17","23:39:00",0,2,0
"1817","2006-12-17","23:40:00",0,1,0
"1818","2006-12-17","23:41:00",0,1,0
"1819","2006-12-17","23:42:00",0,1,0
"1820","2006-12-17","23:43:00",0,1,0
"1821","2006-12-17","23:44:00",0,2,0
"1822","2006-12-17","23:45:00",0,1,0
"1823","2006-12-17","23:46:00",0,1,0
"1824","2006-12-17","23:47:00",0,1,0
"1825","2006-12-17","23:48:00",0,2,0
"1826","2006-12-17","23:49:00",0,1,0
"1827","2006-12-17","23:50:00",0,1,0
"1828","2006-12-17","23:51:00",0,1,0
"1829","2006-12-17","23:52:00",0,1,0
"1830","2006-12-17","23:53:00",0,1,0
"1831","2006-12-17","23:54:00",0,2,0
"1832","2006-12-17","23:55:00",0,1,0
"1833","2006-12-17","23:56:00",0,1,0
"1834","2006-12-17","23:57:00",0,1,0
"1835","2006-12-17","23:58:00",0,1,0
"1836","2006-12-17","23:59:00",0,1,0
"1837","2006-12-18","00:00:00",0,2,0
"1838","2006-12-18","00:01:00",0,0,0
"1839","2006-12-18","00:02:00",0,0,0
"1840","2006-12-18","00:03:00",0,0,0
"1841","2006-12-18","00:04:00",0,0,0
"1842","2006-12-18","00:05:00",0,0,0
"1843","2006-12-18","00:06:00",0,0,0
"1844","2006-12-18","00:07:00",0,0,0
"1845","2006-12-18","00:08:00",0,0,0
"1846","2006-12-18","00:09:00",0,0,0
"1847","2006-12-18","00:10:00",0,0,0
"1848","2006-12-18","00:11:00",0,0,0
"1849","2006-12-18","00:12:00",0,0,0
"1850","2006-12-18","00:13:00",0,0,0
"1851","2006-12-18","00:14:00",0,0,0
"1852","2006-12-18","00:15:00",0,0,0
"1853","2006-12-18","00:16:00",0,0,0
"1854","2006-12-18","00:17:00",0,0,0
"1855","2006-12-18","00:18:00",0,0,0
"1856","2006-12-18","00:19:00",0,0,0
"1857","2006-12-18","00:20:00",0,0,0
"1858","2006-12-18","00:21:00",0,0,0
"1859","2006-12-18","00:22:00",0,0,0
"1860","2006-12-18","00:23:00",0,0,0
"1861","2006-12-18","00:24:00",0,0,0
"1862","2006-12-18","00:25:00",0,0,0
"1863","2006-12-18","00:26:00",0,0,0
"1864","2006-12-18","00:27:00",0,0,0
"1865","2006-12-18","00:28:00",0,0,0
"1866","2006-12-18","00:29:00",0,0,0
"1867","2006-12-18","00:30:00",0,0,0
"1868","2006-12-18","00:31:00",0,0,0
"1869","2006-12-18","00:32:00",0,0,0
"1870","2006-12-18","00:33:00",0,0,0
"1871","2006-12-18","00:34:00",0,0,0
"1872","2006-12-18","00:35:00",0,0,0
"1873","2006-12-18","00:36:00",0,0,0
"1874","2006-12-18","00:37:00",0,0,0
"1875","2006-12-18","00:38:00",0,0,0
"1876","2006-12-18","00:39:00",0,0,0
"1877","2006-12-18","00:40:00",0,0,0
"1878","2006-12-18","00:41:00",0,0,0
"1879","2006-12-18","00:42:00",0,0,0
"1880","2006-12-18","00:43:00",0,0,0
"1881","2006-12-18","00:44:00",0,0,0
"1882","2006-12-18","00:45:00",0,0,0
"1883","2006-12-18","00:46:00",0,0,0
"1884","2006-12-18","00:47:00",0,0,0
"1885","2006-12-18","00:48:00",0,0,0
"1886","2006-12-18","00:49:00",0,0,0
"1887","2006-12-18","00:50:00",0,0,0
"1888","2006-12-18","00:51:00",0,0,0
"1889","2006-12-18","00:52:00",0,0,0
"1890","2006-12-18","00:53:00",0,0,0
"1891","2006-12-18","00:54:00",0,0,0
"1892","2006-12-18","00:55:00",0,0,0
"1893","2006-12-18","00:56:00",0,0,0
"1894","2006-12-18","00:57:00",0,0,0
"1895","2006-12-18","00:58:00",0,0,0
"1896","2006-12-18","00:59:00",0,0,0
"1897","2006-12-18","01:00:00",0,0,0
"1898","2006-12-18","01:01:00",0,0,0
"1899","2006-12-18","01:02:00",0,0,0
"1900","2006-12-18","01:03:00",0,0,0
"1901","2006-12-18","01:04:00",0,0,0
"1902","2006-12-18","01:05:00",0,0,0
"1903","2006-12-18","01:06:00",0,0,0
"1904","2006-12-18","01:07:00",0,0,0
"1905","2006-12-18","01:08:00",0,0,0
"1906","2006-12-18","01:09:00",0,0,0
"1907","2006-12-18","01:10:00",0,0,0
"1908","2006-12-18","01:11:00",0,0,0
"1909","2006-12-18","01:12:00",0,0,0
"1910","2006-12-18","01:13:00",0,0,0
"1911","2006-12-18","01:14:00",0,0,0
"1912","2006-12-18","01:15:00",0,2,0
"1913","2006-12-18","01:16:00",0,1,0
"1914","2006-12-18","01:17:00",0,2,0
"1915","2006-12-18","01:18:00",0,1,0
"1916","2006-12-18","01:19:00",0,2,0
"1917","2006-12-18","01:20:00",0,1,0
"1918","2006-12-18","01:21:00",0,2,0
"1919","2006-12-18","01:22:00",0,1,0
"1920","2006-12-18","01:23:00",0,2,0
"1921","2006-12-18","01:24:00",0,1,0
"1922","2006-12-18","01:25:00",0,1,0
"1923","2006-12-18","01:26:00",0,2,0
"1924","2006-12-18","01:27:00",0,1,0
"1925","2006-12-18","01:28:00",0,1,0
"1926","2006-12-18","01:29:00",0,1,0
"1927","2006-12-18","01:30:00",0,2,0
"1928","2006-12-18","01:31:00",0,1,0
"1929","2006-12-18","01:32:00",0,1,0
"1930","2006-12-18","01:33:00",0,1,0
"1931","2006-12-18","01:34:00",0,2,0
"1932","2006-12-18","01:35:00",0,1,0
"1933","2006-12-18","01:36:00",0,1,0
"1934","2006-12-18","01:37:00",0,1,0
"1935","2006-12-18","01:38:00",0,1,0
"1936","2006-12-18","01:39:00",0,2,0
"1937","2006-12-18","01:40:00",0,1,0
"1938","2006-12-18","01:41:00",0,0,0
"1939","2006-12-18","01:42:00",0,0,0
"1940","2006-12-18","01:43:00",0,0,0
"1941","2006-12-18","01:44:00",0,0,0
"1942","2006-12-18","01:45:00",0,0,0
"1943","2006-12-18","01:46:00",0,0,0
"1944","2006-12-18","01:47:00",0,0,0
"1945","2006-12-18","01:48:00",0,0,0
"1946","2006-12-18","01:49:00",0,0,0
"1947","2006-12-18","01:50:00",0,0,0
"1948","2006-12-18","01:51:00",0,0,0
"1949","2006-12-18","01:52:00",0,0,0
"1950","2006-12-18","01:53:00",0,0,0
"1951","2006-12-18","01:54:00",0,0,0
"1952","2006-12-18","01:55:00",0,0,0
"1953","2006-12-18","01:56:00",0,0,0
"1954","2006-12-18","01:57:00",0,0,0
"1955","2006-12-18","01:58:00",0,0,0
"1956","2006-12-18","01:59:00",0,0,0
"1957","2006-12-18","02:00:00",0,0,0
"1958","2006-12-18","02:01:00",0,0,0
"1959","2006-12-18","02:02:00",0,0,0
"1960","2006-12-18","02:03:00",0,0,0
"1961","2006-12-18","02:04:00",0,0,0
"1962","2006-12-18","02:05:00",0,0,0
"1963","2006-12-18","02:06:00",0,0,0
"1964","2006-12-18","02:07:00",0,0,0
"1965","2006-12-18","02:08:00",0,0,0
"1966","2006-12-18","02:09:00",0,0,0
"1967","2006-12-18","02:10:00",0,0,0
"1968","2006-12-18","02:11:00",0,0,0
"1969","2006-12-18","02:12:00",0,0,0
"1970","2006-12-18","02:13:00",0,0,0
"1971","2006-12-18","02:14:00",0,0,0
"1972","2006-12-18","02:15:00",0,0,0
"1973","2006-12-18","02:16:00",0,0,0
"1974","2006-12-18","02:17:00",0,0,0
"1975","2006-12-18","02:18:00",0,0,0
"1976","2006-12-18","02:19:00",0,0,0
"1977","2006-12-18","02:20:00",0,0,0
"1978","2006-12-18","02:21:00",0,0,0
"1979","2006-12-18","02:22:00",0,0,0
"1980","2006-12-18","02:23:00",0,0,0
"1981","2006-12-18","02:24:00",0,0,0
"1982","2006-12-18","02:25:00",0,0,0
"1983","2006-12-18","02:26:00",0,0,0
"1984","2006-12-18","02:27:00",0,0,0
"1985","2006-12-18","02:28:00",0,0,0
"1986","2006-12-18","02:29:00",0,0,0
"1987","2006-12-18","02:30:00",0,0,0
"1988","2006-12-18","02:31:00",0,0,0
"1989","2006-12-18","02:32:00",0,0,0
"1990","2006-12-18","02:33:00",0,0,0
"1991","2006-12-18","02:34:00",0,0,0
"1992","2006-12-18","02:35:00",0,0,0
"1993","2006-12-18","02:36:00",0,0,0
"1994","2006-12-18","02:37:00",0,0,0
"1995","2006-12-18","02:38:00",0,0,0
"1996","2006-12-18","02:39:00",0,0,0
"1997","2006-12-18","02:40:00",0,0,0
"1998","2006-12-18","02:41:00",0,0,0
"1999","2006-12-18","02:42:00",0,0,0
"2000","2006-12-18","02:43:00",0,0,0
"2001","2006-12-18","02:44:00",0,0,0
"2002","2006-12-18","02:45:00",0,0,0
"2003","2006-12-18","02:46:00",0,0,0
"2004","2006-12-18","02:47:00",0,0,0
"2005","2006-12-18","02:48:00",0,0,0
"2006","2006-12-18","02:49:00",0,0,0
"2007","2006-12-18","02:50:00",0,0,0
"2008","2006-12-18","02:51:00",0,0,0
"2009","2006-12-18","02:52:00",0,0,0
"2010","2006-12-18","02:53:00",0,0,0
"2011","2006-12-18","02:54:00",0,0,0
"2012","2006-12-18","02:55:00",0,0,0
"2013","2006-12-18","02:56:00",0,0,0
"2014","2006-12-18","02:57:00",0,0,0
"2015","2006-12-18","02:58:00",0,0,0
"2016","2006-12-18","02:59:00",0,0,0
"2017","2006-12-18","03:00:00",0,0,0
"2018","2006-12-18","03:01:00",0,0,0
"2019","2006-12-18","03:02:00",0,0,0
"2020","2006-12-18","03:03:00",0,2,0
"2021","2006-12-18","03:04:00",0,1,0
"2022","2006-12-18","03:05:00",0,2,0
"2023","2006-12-18","03:06:00",0,1,0
"2024","2006-12-18","03:07:00",0,2,0
"2025","2006-12-18","03:08:00",0,1,0
"2026","2006-12-18","03:09:00",0,1,0
"2027","2006-12-18","03:10:00",0,2,0
"2028","2006-12-18","03:11:00",0,1,0
"2029","2006-12-18","03:12:00",0,2,0
"2030","2006-12-18","03:13:00",0,1,0
"2031","2006-12-18","03:14:00",0,1,0
"2032","2006-12-18","03:15:00",0,2,0
"2033","2006-12-18","03:16:00",0,1,0
"2034","2006-12-18","03:17:00",0,1,0
"2035","2006-12-18","03:18:00",0,2,0
"2036","2006-12-18","03:19:00",0,1,0
"2037","2006-12-18","03:20:00",0,1,0
"2038","2006-12-18","03:21:00",0,1,0
"2039","2006-12-18","03:22:00",0,2,0
"2040","2006-12-18","03:23:00",0,1,0
"2041","2006-12-18","03:24:00",0,1,0
"2042","2006-12-18","03:25:00",0,1,0
"2043","2006-12-18","03:26:00",0,2,0
"2044","2006-12-18","03:27:00",0,1,0
"2045","2006-12-18","03:28:00",0,0,0
"2046","2006-12-18","03:29:00",0,0,0
"2047","2006-12-18","03:30:00",0,0,0
"2048","2006-12-18","03:31:00",0,0,0
"2049","2006-12-18","03:32:00",0,0,0
"2050","2006-12-18","03:33:00",0,0,0
"2051","2006-12-18","03:34:00",0,0,0
"2052","2006-12-18","03:35:00",0,0,0
"2053","2006-12-18","03:36:00",0,0,0
"2054","2006-12-18","03:37:00",0,0,0
"2055","2006-12-18","03:38:00",0,0,0
"2056","2006-12-18","03:39:00",0,0,0
"2057","2006-12-18","03:40:00",0,0,0
"2058","2006-12-18","03:41:00",0,0,0
"2059","2006-12-18","03:42:00",0,0,0
"2060","2006-12-18","03:43:00",0,0,0
"2061","2006-12-18","03:44:00",0,0,0
"2062","2006-12-18","03:45:00",0,0,0
"2063","2006-12-18","03:46:00",0,0,0
"2064","2006-12-18","03:47:00",0,0,0
"2065","2006-12-18","03:48:00",0,0,0
"2066","2006-12-18","03:49:00",0,0,0
"2067","2006-12-18","03:50:00",0,0,0
"2068","2006-12-18","03:51:00",0,0,0
"2069","2006-12-18","03:52:00",0,0,0
"2070","2006-12-18","03:53:00",0,0,0
"2071","2006-12-18","03:54:00",0,0,0
"2072","2006-12-18","03:55:00",0,0,0
"2073","2006-12-18","03:56:00",0,0,0
"2074","2006-12-18","03:57:00",0,0,0
"2075","2006-12-18","03:58:00",0,0,0
"2076","2006-12-18","03:59:00",0,0,0
"2077","2006-12-18","04:00:00",0,0,0
"2078","2006-12-18","04:01:00",0,0,0
"2079","2006-12-18","04:02:00",0,0,0
"2080","2006-12-18","04:03:00",0,0,0
"2081","2006-12-18","04:04:00",0,0,0
"2082","2006-12-18","04:05:00",0,0,0
"2083","2006-12-18","04:06:00",0,0,0
"2084","2006-12-18","04:07:00",0,0,0
"2085","2006-12-18","04:08:00",0,0,0
"2086","2006-12-18","04:09:00",0,0,0
"2087","2006-12-18","04:10:00",0,0,0
"2088","2006-12-18","04:11:00",0,0,0
"2089","2006-12-18","04:12:00",0,0,0
"2090","2006-12-18","04:13:00",0,0,0
"2091","2006-12-18","04:14:00",0,0,0
"2092","2006-12-18","04:15:00",0,0,0
"2093","2006-12-18","04:16:00",0,0,0
"2094","2006-12-18","04:17:00",0,0,17
"2095","2006-12-18","04:18:00",0,0,20
"2096","2006-12-18","04:19:00",0,0,18
"2097","2006-12-18","04:20:00",0,0,19
"2098","2006-12-18","04:21:00",0,0,18
"2099","2006-12-18","04:22:00",0,0,19
"2100","2006-12-18","04:23:00",0,0,18
"2101","2006-12-18","04:24:00",0,0,18
"2102","2006-12-18","04:25:00",0,0,19
"2103","2006-12-18","04:26:00",0,0,18
"2104","2006-12-18","04:27:00",0,0,18
"2105","2006-12-18","04:28:00",0,0,19
"2106","2006-12-18","04:29:00",0,0,18
"2107","2006-12-18","04:30:00",0,0,18
"2108","2006-12-18","04:31:00",0,0,18
"2109","2006-12-18","04:32:00",0,0,19
"2110","2006-12-18","04:33:00",0,0,18
"2111","2006-12-18","04:34:00",0,0,18
"2112","2006-12-18","04:35:00",0,0,18
"2113","2006-12-18","04:36:00",0,0,19
"2114","2006-12-18","04:37:00",0,0,18
"2115","2006-12-18","04:38:00",0,0,18
"2116","2006-12-18","04:39:00",0,0,19
"2117","2006-12-18","04:40:00",0,0,18
"2118","2006-12-18","04:41:00",0,0,19
"2119","2006-12-18","04:42:00",0,0,18
"2120","2006-12-18","04:43:00",0,0,18
"2121","2006-12-18","04:44:00",0,0,19
"2122","2006-12-18","04:45:00",0,0,18
"2123","2006-12-18","04:46:00",0,0,18
"2124","2006-12-18","04:47:00",0,0,18
"2125","2006-12-18","04:48:00",0,0,19
"2126","2006-12-18","04:49:00",0,0,18
"2127","2006-12-18","04:50:00",0,0,18
"2128","2006-12-18","04:51:00",0,0,19
"2129","2006-12-18","04:52:00",0,0,19
"2130","2006-12-18","04:53:00",0,0,18
"2131","2006-12-18","04:54:00",0,0,19
"2132","2006-12-18","04:55:00",0,0,18
"2133","2006-12-18","04:56:00",0,0,19
"2134","2006-12-18","04:57:00",0,1,18
"2135","2006-12-18","04:58:00",0,2,0
"2136","2006-12-18","04:59:00",0,1,0
"2137","2006-12-18","05:00:00",0,1,0
"2138","2006-12-18","05:01:00",0,2,0
"2139","2006-12-18","05:02:00",0,1,0
"2140","2006-12-18","05:03:00",0,2,0
"2141","2006-12-18","05:04:00",0,1,0
"2142","2006-12-18","05:05:00",0,2,0
"2143","2006-12-18","05:06:00",0,1,0
"2144","2006-12-18","05:07:00",0,1,0
"2145","2006-12-18","05:08:00",0,2,0
"2146","2006-12-18","05:09:00",0,1,0
"2147","2006-12-18","05:10:00",0,1,0
"2148","2006-12-18","05:11:00",0,2,0
"2149","2006-12-18","05:12:00",0,1,0
"2150","2006-12-18","05:13:00",0,1,0
"2151","2006-12-18","05:14:00",0,1,0
"2152","2006-12-18","05:15:00",0,2,0
"2153","2006-12-18","05:16:00",0,1,0
"2154","2006-12-18","05:17:00",0,1,0
"2155","2006-12-18","05:18:00",0,1,0
"2156","2006-12-18","05:19:00",0,2,0
"2157","2006-12-18","05:20:00",0,1,0
"2158","2006-12-18","05:21:00",0,0,0
"2159","2006-12-18","05:22:00",0,0,0
"2160","2006-12-18","05:23:00",0,0,0
"2161","2006-12-18","05:24:00",0,0,0
"2162","2006-12-18","05:25:00",0,0,0
"2163","2006-12-18","05:26:00",0,0,0
"2164","2006-12-18","05:27:00",0,0,0
"2165","2006-12-18","05:28:00",0,0,0
"2166","2006-12-18","05:29:00",0,0,0
"2167","2006-12-18","05:30:00",0,0,0
"2168","2006-12-18","05:31:00",0,0,0
"2169","2006-12-18","05:32:00",0,0,0
"2170","2006-12-18","05:33:00",0,0,0
"2171","2006-12-18","05:34:00",0,0,0
"2172","2006-12-18","05:35:00",0,0,0
"2173","2006-12-18","05:36:00",0,0,0
"2174","2006-12-18","05:37:00",0,0,0
"2175","2006-12-18","05:38:00",0,0,0
"2176","2006-12-18","05:39:00",0,0,0
"2177","2006-12-18","05:40:00",0,0,0
"2178","2006-12-18","05:41:00",0,0,0
"2179","2006-12-18","05:42:00",0,0,0
"2180","2006-12-18","05:43:00",0,0,0
"2181","2006-12-18","05:44:00",0,0,0
"2182","2006-12-18","05:45:00",0,0,0
"2183","2006-12-18","05:46:00",0,0,0
"2184","2006-12-18","05:47:00",0,0,0
"2185","2006-12-18","05:48:00",0,0,0
"2186","2006-12-18","05:49:00",0,0,0
"2187","2006-12-18","05:50:00",0,0,0
"2188","2006-12-18","05:51:00",0,0,0
"2189","2006-12-18","05:52:00",0,0,0
"2190","2006-12-18","05:53:00",0,0,0
"2191","2006-12-18","05:54:00",0,0,0
"2192","2006-12-18","05:55:00",0,0,0
"2193","2006-12-18","05:56:00",0,0,0
"2194","2006-12-18","05:57:00",0,0,0
"2195","2006-12-18","05:58:00",0,0,0
"2196","2006-12-18","05:59:00",0,0,0
"2197","2006-12-18","06:00:00",0,0,0
"2198","2006-12-18","06:01:00",0,0,0
"2199","2006-12-18","06:02:00",0,0,0
"2200","2006-12-18","06:03:00",0,0,0
"2201","2006-12-18","06:04:00",0,0,0
"2202","2006-12-18","06:05:00",0,0,0
"2203","2006-12-18","06:06:00",0,0,0
"2204","2006-12-18","06:07:00",0,0,0
"2205","2006-12-18","06:08:00",0,0,0
"2206","2006-12-18","06:09:00",0,0,0
"2207","2006-12-18","06:10:00",0,0,0
"2208","2006-12-18","06:11:00",0,0,0
"2209","2006-12-18","06:12:00",0,0,0
"2210","2006-12-18","06:13:00",0,0,0
"2211","2006-12-18","06:14:00",0,0,0
"2212","2006-12-18","06:15:00",0,0,0
"2213","2006-12-18","06:16:00",0,0,0
"2214","2006-12-18","06:17:00",0,0,0
"2215","2006-12-18","06:18:00",0,0,0
"2216","2006-12-18","06:19:00",0,0,0
"2217","2006-12-18","06:20:00",0,0,0
"2218","2006-12-18","06:21:00",0,0,0
"2219","2006-12-18","06:22:00",0,0,0
"2220","2006-12-18","06:23:00",0,0,0
"2221","2006-12-18","06:24:00",0,0,0
"2222","2006-12-18","06:25:00",0,0,0
"2223","2006-12-18","06:26:00",0,0,0
"2224","2006-12-18","06:27:00",0,0,0
"2225","2006-12-18","06:28:00",0,0,0
"2226","2006-12-18","06:29:00",0,0,0
"2227","2006-12-18","06:30:00",0,0,0
"2228","2006-12-18","06:31:00",0,0,0
"2229","2006-12-18","06:32:00",0,0,0
"2230","2006-12-18","06:33:00",0,0,0
"2231","2006-12-18","06:34:00",0,0,0
"2232","2006-12-18","06:35:00",0,0,0
"2233","2006-12-18","06:36:00",0,0,0
"2234","2006-12-18","06:37:00",0,0,0
"2235","2006-12-18","06:38:00",0,0,0
"2236","2006-12-18","06:39:00",0,0,0
"2237","2006-12-18","06:40:00",0,0,0
"2238","2006-12-18","06:41:00",0,0,0
"2239","2006-12-18","06:42:00",0,0,0
"2240","2006-12-18","06:43:00",0,0,0
"2241","2006-12-18","06:44:00",0,0,0
"2242","2006-12-18","06:45:00",0,0,0
"2243","2006-12-18","06:46:00",0,0,0
"2244","2006-12-18","06:47:00",0,0,0
"2245","2006-12-18","06:48:00",0,0,0
"2246","2006-12-18","06:49:00",0,0,0
"2247","2006-12-18","06:50:00",0,0,0
"2248","2006-12-18","06:51:00",0,0,0
"2249","2006-12-18","06:52:00",0,0,0
"2250","2006-12-18","06:53:00",0,0,0
"2251","2006-12-18","06:54:00",0,0,0
"2252","2006-12-18","06:55:00",0,0,0
"2253","2006-12-18","06:56:00",0,0,0
"2254","2006-12-18","06:57:00",0,2,0
"2255","2006-12-18","06:58:00",0,1,0
"2256","2006-12-18","06:59:00",0,2,0
"2257","2006-12-18","07:00:00",0,1,0
"2258","2006-12-18","07:01:00",0,1,0
"2259","2006-12-18","07:02:00",0,2,0
"2260","2006-12-18","07:03:00",0,1,0
"2261","2006-12-18","07:04:00",0,2,0
"2262","2006-12-18","07:05:00",0,1,0
"2263","2006-12-18","07:06:00",0,1,0
"2264","2006-12-18","07:07:00",0,2,0
"2265","2006-12-18","07:08:00",0,1,0
"2266","2006-12-18","07:09:00",0,2,0
"2267","2006-12-18","07:10:00",0,1,0
"2268","2006-12-18","07:11:00",0,1,0
"2269","2006-12-18","07:12:00",0,1,0
"2270","2006-12-18","07:13:00",0,2,0
"2271","2006-12-18","07:14:00",0,1,0
"2272","2006-12-18","07:15:00",0,1,0
"2273","2006-12-18","07:16:00",0,1,0
"2274","2006-12-18","07:17:00",0,2,0
"2275","2006-12-18","07:18:00",0,1,0
"2276","2006-12-18","07:19:00",0,1,0
"2277","2006-12-18","07:20:00",0,1,0
"2278","2006-12-18","07:21:00",0,0,8
"2279","2006-12-18","07:22:00",0,0,18
"2280","2006-12-18","07:23:00",0,0,18
"2281","2006-12-18","07:24:00",0,0,18
"2282","2006-12-18","07:25:00",0,0,18
"2283","2006-12-18","07:26:00",0,0,18
"2284","2006-12-18","07:27:00",0,0,18
"2285","2006-12-18","07:28:00",0,0,17
"2286","2006-12-18","07:29:00",0,0,18
"2287","2006-12-18","07:30:00",0,0,18
"2288","2006-12-18","07:31:00",0,0,18
"2289","2006-12-18","07:32:00",0,0,18
"2290","2006-12-18","07:33:00",0,0,17
"2291","2006-12-18","07:34:00",0,0,18
"2292","2006-12-18","07:35:00",0,0,18
"2293","2006-12-18","07:36:00",0,0,18
"2294","2006-12-18","07:37:00",0,0,18
"2295","2006-12-18","07:38:00",0,0,18
"2296","2006-12-18","07:39:00",0,0,18
"2297","2006-12-18","07:40:00",0,0,17
"2298","2006-12-18","07:41:00",0,0,18
"2299","2006-12-18","07:42:00",0,0,18
"2300","2006-12-18","07:43:00",0,0,17
"2301","2006-12-18","07:44:00",0,0,17
"2302","2006-12-18","07:45:00",0,0,18
"2303","2006-12-18","07:46:00",0,0,18
"2304","2006-12-18","07:47:00",0,0,17
"2305","2006-12-18","07:48:00",0,0,18
"2306","2006-12-18","07:49:00",0,0,17
"2307","2006-12-18","07:50:00",0,0,18
"2308","2006-12-18","07:51:00",0,0,17
"2309","2006-12-18","07:52:00",0,0,18
"2310","2006-12-18","07:53:00",0,0,17
"2311","2006-12-18","07:54:00",0,0,17
"2312","2006-12-18","07:55:00",0,0,18
"2313","2006-12-18","07:56:00",1,0,17
"2314","2006-12-18","07:57:00",1,0,17
"2315","2006-12-18","07:58:00",2,0,17
"2316","2006-12-18","07:59:00",1,0,17
"2317","2006-12-18","08:00:00",1,0,18
"2318","2006-12-18","08:01:00",1,0,17
"2319","2006-12-18","08:02:00",1,0,18
"2320","2006-12-18","08:03:00",2,0,17
"2321","2006-12-18","08:04:00",1,0,18
"2322","2006-12-18","08:05:00",1,0,18
"2323","2006-12-18","08:06:00",1,0,17
"2324","2006-12-18","08:07:00",1,0,18
"2325","2006-12-18","08:08:00",26,0,17
"2326","2006-12-18","08:09:00",38,0,17
"2327","2006-12-18","08:10:00",38,0,17
"2328","2006-12-18","08:11:00",38,0,18
"2329","2006-12-18","08:12:00",38,0,17
"2330","2006-12-18","08:13:00",38,0,17
"2331","2006-12-18","08:14:00",37,0,17
"2332","2006-12-18","08:15:00",38,0,17
"2333","2006-12-18","08:16:00",38,0,18
"2334","2006-12-18","08:17:00",38,0,17
"2335","2006-12-18","08:18:00",37,0,17
"2336","2006-12-18","08:19:00",37,0,17
"2337","2006-12-18","08:20:00",38,0,17
"2338","2006-12-18","08:21:00",9,0,17
"2339","2006-12-18","08:22:00",2,0,17
"2340","2006-12-18","08:23:00",1,0,18
"2341","2006-12-18","08:24:00",1,0,17
"2342","2006-12-18","08:25:00",1,0,18
"2343","2006-12-18","08:26:00",1,0,17
"2344","2006-12-18","08:27:00",2,0,18
"2345","2006-12-18","08:28:00",1,0,17
"2346","2006-12-18","08:29:00",1,0,18
"2347","2006-12-18","08:30:00",1,0,17
"2348","2006-12-18","08:31:00",1,0,18
"2349","2006-12-18","08:32:00",2,0,17
"2350","2006-12-18","08:33:00",1,0,17
